ano,sigla_uf,id_municipio,id_escola,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao,nome
2021,MG,3122306,31277631,municipal,fundamental,iniciais (1-5),100.0,1.0,224.55,231.19,6.452813,6.5,6.9,EM PROFA VENEZA G OLIVEIRA
2021,MG,3122306,31223913,municipal,fundamental,iniciais (1-5),100.0,1.0,221.43,231.45,6.397998,6.4,7.0,EM MARIA FONSECA PECANHA
2021,MG,3122306,31033286,estadual,fundamental,finais (6-9),100.0,1.0,293.85,291.64,6.424833,6.4,6.8,EE PADRE MATIAS LOBATO
2021,MG,3122306,31033171,estadual,fundamental,iniciais (1-5),100.0,1.0,223.01,223.77,6.288514,6.3,7.1,EE ENGENHEIRO PEDRO MAGALHAES
2021,MG,3122306,31320374,municipal,fundamental,iniciais (1-5),99.0,0.989583,227.32,220.88,6.318221,6.3,6.4,EM PROFA MARIA LOURDES TEIXEIRA
2021,MG,3122306,31212733,municipal,fundamental,iniciais (1-5),99.4,0.993852,229.81,220.95,6.367012,6.3,7.1,EM PE GUARITA
2021,MG,3122306,31033332,estadual,fundamental,iniciais (1-5),100.0,1.0,219.47,227.46,6.288048,6.3,7.0,EE SAO FRANCISCO DE PAULA
2021,MG,3122306,31227099,municipal,fundamental,iniciais (1-5),98.1,0.982678,228.59,223.07,6.382276,6.3,7.5,EM ADOLFO MACHADO
2021,MG,3122306,31223921,municipal,fundamental,iniciais (1-5),97.3,0.967706,231.28,223.81,6.447066,6.2,7.1,null
2021,MG,3122306,31033383,estadual,fundamental,iniciais (1-5),100.0,1.0,217.23,220.26,6.114391,6.1,6.6,null
2021,MG,3122306,31223930,municipal,fundamental,iniciais (1-5),100.0,1.0,213.94,223.39,6.108514,6.1,6.7,CAIC EM PE JOAO BRUNO
2021,MG,3122306,31033197,estadual,fundamental,finais (6-9),100.0,1.0,281.03,284.16,6.0865,6.1,6.1,EE HENRIQUE GALVAO
2021,MG,3122306,31033375,estadual,fundamental,iniciais (1-5),100.0,1.0,223.4,214.61,6.129412,6.1,6.9,EE MANOEL CORREA FILHO
2021,MG,3122306,31033405,estadual,fundamental,finais (6-9),99.6,0.995181,283.57,281.42,6.083167,6.1,6.1,EE ILIDIO DA COSTA PEREIRA
2021,MG,3122306,31037231,municipal,fundamental,iniciais (1-5),99.5,0.997168,221.91,215.96,6.125522,6.1,7.2,EM PROFESSORA HERMINIA CORGOZINHO
2021,MG,3122306,31037401,municipal,fundamental,iniciais (1-5),100.0,1.0,221.28,213.66,6.071681,6.1,6.5,EM EMILIO RIBAS
2021,MG,3122306,31322679,municipal,fundamental,iniciais (1-5),97.1,0.971809,220.8,226.74,6.300339,6.1,6.8,EM JOSE QUINTINO LOPES
2021,MG,3122306,31220051,municipal,fundamental,finais (6-9),100.0,1.0,278.46,280.4,5.981,6.0,6.0,EM PROFESSOR ODILON SANTIAGO
2021,MG,3122306,31033235,estadual,fundamental,iniciais (1-5),100.0,1.0,219.3,211.89,6.001713,6.0,6.7,EE LUIZ DE MELLO VIANNA SOBRINHO
2021,MG,3122306,31033227,estadual,fundamental,finais (6-9),99.8,0.998493,280.5,281.45,6.0325,6.0,5.4,EE LAURO EPIFANIO
2021,MG,3122306,31033341,estadual,fundamental,finais (6-9),100.0,1.0,278.61,278.85,5.957667,6.0,5.7,EE PROFESSOR CHICO DIAS
2021,MG,3122306,31033219,estadual,fundamental,iniciais (1-5),100.0,1.0,215.38,213.06,5.948176,5.9,7.2,EE JOVELINO RABELO
2021,MG,3122306,31033294,estadual,fundamental,iniciais (1-5),100.0,1.0,214.57,211.21,5.899082,5.9,6.8,EE PATRONATO BOM PASTOR
2021,MG,3122306,31220060,municipal,fundamental,iniciais (1-5),99.3,0.99301,211.65,213.4,5.883175,5.8,6.9,EM DR SEBASTIAO GOMES GUIMARAES
2021,MG,3122306,31033057,estadual,fundamental,finais (6-9),100.0,1.0,272.61,272.62,5.753833,5.8,5.8,EE ROSA VAZ DE ARAUJO
2021,MG,3122306,31033341,estadual,fundamental,iniciais (1-5),100.0,1.0,205.37,208.94,5.682237,5.7,6.7,null
2021,MG,3122306,31033006,estadual,fundamental,finais (6-9),100.0,1.0,266.73,276.42,5.719167,5.7,6.4,EE ANTONIO GONCALVES DE MATOS
2021,MG,3122306,31212733,municipal,fundamental,finais (6-9),98.6,0.987333,270.06,279.14,5.82,5.7,5.6,EM PE GUARITA
2021,MG,3122306,31313653,municipal,fundamental,iniciais (1-5),100.0,1.0,208.69,208.15,5.731232,5.7,6.6,EM ANTONIETA FONSECA
2021,MG,3122306,31033171,estadual,fundamental,finais (6-9),99.4,0.994149,266.46,273.17,5.6605,5.6,5.4,EE ENGENHEIRO PEDRO MAGALHAES
2021,MG,3122306,31033022,estadual,fundamental,iniciais (1-5),99.4,0.993642,201.28,206.15,5.553456,5.5,7.0,EE ANTONIO OLIMPIO DE MORAIS
2021,MG,3122306,31033235,estadual,fundamental,finais (6-9),100.0,1.0,263.49,269.44,5.548833,5.5,5.9,EE LUIZ DE MELLO VIANNA SOBRINHO
2021,MG,3122306,31033057,estadual,fundamental,iniciais (1-5),100.0,1.0,205.46,199.44,5.511227,5.5,6.8,EE ROSA VAZ DE ARAUJO
2021,MG,3122306,31033278,estadual,fundamental,iniciais (1-5),100.0,1.0,204.38,195.0,5.409889,5.4,5.3,EE NOSSA SENHORA DO SAGRADO CORACAO
2021,MG,3122306,31033260,estadual,fundamental,finais (6-9),94.0,0.942482,269.69,272.2,5.698167,5.4,6.0,EE MONSENHOR DOMINGOS
2021,MG,3122306,31320391,municipal,fundamental,iniciais (1-5),98.3,0.982219,208.29,196.21,5.506507,5.4,6.4,EM PROFA EVELINA GRECO SANTOS
2021,MG,3122306,31033383,estadual,fundamental,finais (6-9),100.0,1.0,264.78,258.58,5.389333,5.4,5.2,EE VICENTE MATEUS
2021,MG,3122306,31033031,estadual,fundamental,finais (6-9),96.2,0.97064,263.75,272.22,5.5995,5.4,6.5,EE SANTO TOMAZ DE AQUINO
2021,MG,3122306,31037541,municipal,fundamental,finais (6-9),95.8,0.961093,265.77,269.69,5.591,5.4,5.6,EM OTAVIO OLIMPIO DE OLIVEIRA
2021,MG,3122306,31033201,estadual,medio,todos (1-4),96.9,0.967188,304.32,300.62,5.463971,5.3,5.0,EE JOAQUIM NABUCO
2021,MG,3122306,31033251,estadual,fundamental,finais (6-9),100.0,1.0,255.86,253.49,5.155833,5.2,5.9,EE MIGUEL COUTO
2021,MG,3122306,31033154,estadual,medio,todos (1-4),94.4,0.943892,300.97,299.31,5.39731,5.1,5.2,EE DONA ANTONIA VALADARES
2021,MG,3122306,31033375,estadual,fundamental,finais (6-9),97.9,0.977947,255.49,256.23,5.195333,5.1,6.1,EE MANOEL CORREA FILHO
2021,MG,3122306,31033405,estadual,medio,todos (1-4),97.6,0.976218,289.74,294.51,5.167729,5.0,5.1,EE ILIDIO DA COSTA PEREIRA
2021,MG,3122306,31223930,municipal,fundamental,finais (6-9),100.0,1.0,250.06,251.67,5.028833,5.0,4.7,CAIC EM PE JOAO BRUNO
2021,MG,3122306,31033421,estadual,fundamental,finais (6-9),99.1,0.990486,252.02,242.98,4.916667,4.9,5.1,EE ANTONIO BELARMINO GOMES
2021,MG,3122306,31033341,estadual,medio,todos (1-4),98.1,0.981834,275.12,287.14,4.852062,4.8,4.7,EE PROFESSOR CHICO DIAS
2021,MG,3122306,31033014,estadual,fundamental,finais (6-9),97.1,0.974489,254.97,243.37,4.972333,4.8,5.5,EE ARMANDO NOGUEIRA SOARES
2021,MG,3122306,31033260,estadual,medio,todos (1-4),94.4,0.942384,274.29,286.95,4.837561,4.6,4.4,null
2021,MG,3122306,31033278,estadual,fundamental,finais (6-9),100.0,1.0,233.46,242.24,4.595,4.6,5.3,null
2021,MG,3122306,31033227,estadual,medio,todos (1-4),93.0,0.934131,281.92,280.62,4.849963,4.5,4.2,EE LAURO EPIFANIO
2021,MG,3122306,31033421,estadual,medio,todos (1-4),99.6,0.995968,267.73,269.56,4.485096,4.5,4.4,EE ANTONIO BELARMINO GOMES
2021,MG,3122306,31033014,estadual,medio,todos (1-4),93.3,0.929863,271.58,278.51,4.673151,4.3,3.7,EE ARMANDO NOGUEIRA SOARES
2021,MG,3122306,31033219,estadual,fundamental,finais (6-9),100.0,1.0,227.84,227.05,4.248167,4.2,6.5,EE JOVELINO RABELO
2021,MG,3122306,31037303,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,7.0,EM ANTONIO PIO DA SILVA
2021,MG,3122306,31223905,municipal,fundamental,iniciais (1-5),97.7,0.975324,null,null,null,null,6.6,EM SIDNEY JOSE DE OLIVEIRA
2021,MG,3122306,31033251,estadual,medio,todos (1-4),92.4,0.92782,null,null,null,null,5.1,EE MIGUEL COUTO
2021,MG,3122306,31277649,municipal,fundamental,iniciais (1-5),95.8,0.954463,null,null,null,null,7.1,EM PROFESSOR PAULO FREIRE
2021,MG,3122306,31037397,municipal,fundamental,finais (6-9),100.0,1.0,null,null,null,null,6.3,EM DONA MARIA ROSA
2021,MG,3122306,31223891,municipal,fundamental,finais (6-9),98.6,0.984378,null,null,null,null,5.1,null
2021,MG,3122306,31348490,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.7,EM JOSE CARLOS PEREIRA
2021,MG,3122306,31037338,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.9,null
2021,MG,3122306,31313653,municipal,fundamental,finais (6-9),null,null,null,null,null,null,6.5,EM ANTONIETA FONSECA
2021,MG,3122306,31223891,municipal,fundamental,iniciais (1-5),100.0,1.0,null,null,null,null,6.8,EM JOAO SEVERINO DE AZEVEDO
2021,MG,3122306,31033031,estadual,medio,todos (1-4),95.5,0.954297,null,null,null,null,4.4,EE SANTO TOMAZ DE AQUINO
2021,MG,3122306,31037290,municipal,fundamental,iniciais (1-5),99.6,0.995521,null,null,null,null,8.0,EM SAO GERALDO
2021,MG,3122306,31032999,estadual,medio,todos (1-4),92.4,0.927254,null,null,null,null,4.5,EE MARTIN CYPRIEN
2021,MG,3122306,31268631,federal,medio,todos (1-4),95.9,0.959057,null,null,null,null,7.3,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS - CAMPUS DIVINOPOLIS
2021,MG,3122306,31223921,municipal,fundamental,finais (6-9),93.8,0.945232,null,null,null,null,6.1,EM PROF BAHIA
2021,MG,3122306,31037397,municipal,fundamental,iniciais (1-5),100.0,1.0,null,null,null,null,6.5,EM DONA MARIA ROSA
2021,MG,3122306,31227102,municipal,fundamental,iniciais (1-5),99.1,0.991736,null,null,null,null,6.2,EM JOAO GONTIJO DA FONSECA
2021,MG,3122306,31037320,municipal,fundamental,finais (6-9),100.0,1.0,null,null,null,null,5.2,null
2021,MG,3122306,31037460,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,7.0,null
2021,MG,3122306,31033308,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,7.3,EM PROF DARCY RIBEIRO
2021,MG,3122306,31033022,estadual,fundamental,finais (6-9),99.1,0.990154,null,null,null,null,5.9,EE ANTONIO OLIMPIO DE MORAIS
2021,MG,3122306,31227102,municipal,fundamental,finais (6-9),89.8,0.898377,null,null,null,null,5.9,EM JOAO GONTIJO DA FONSECA
2021,MG,3122306,31033359,estadual,medio,todos (1-4),96.5,0.96477,null,null,null,null,4.1,EE ANTONIO DA COSTA PEREIRA
2021,MG,3122306,31037532,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,5.2,EM ORIBES BATISTA LEITE
2021,MG,3122306,31033375,estadual,medio,todos (1-4),93.9,0.938695,null,null,null,null,4.8,EE MANOEL CORREA FILHO
2021,MG,3122306,31033324,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.8,EE SAO VICENTE
2021,MG,3122306,31033332,estadual,fundamental,finais (6-9),99.5,0.995951,null,null,null,null,5.6,EE SAO FRANCISCO DE PAULA
2021,MG,3122306,31033162,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,7.0,EE DONA DIVA DE OLIVEIRA
2021,MG,3122306,31037231,municipal,fundamental,finais (6-9),99.7,0.996207,null,null,null,null,5.4,EM PROFESSORA HERMINIA CORGOZINHO
2021,MG,3122306,31033162,estadual,fundamental,finais (6-9),null,null,null,null,null,null,5.7,EE DONA DIVA DE OLIVEIRA
2021,MG,3122306,31033324,estadual,medio,todos (1-4),93.4,0.927455,null,null,null,null,3.6,EE SAO VICENTE
2021,MG,3122306,31033324,estadual,fundamental,finais (6-9),null,null,null,null,null,null,5.3,EE SAO VICENTE
2021,MG,3122306,31033260,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,7.3,EE MONSENHOR DOMINGOS
2021,MG,3122306,31033332,estadual,medio,todos (1-4),99.4,0.993243,null,null,null,null,4.4,null
2021,MG,3122306,31033359,estadual,fundamental,finais (6-9),100.0,1.0,null,null,null,null,5.1,EE ANTONIO DA COSTA PEREIRA
2021,MG,3122306,31220060,municipal,fundamental,finais (6-9),95.7,0.954368,null,null,null,null,5.3,EM DR SEBASTIAO GOMES GUIMARAES
2021,MG,3122306,31037222,municipal,fundamental,iniciais (1-5),98.9,0.991308,null,null,null,null,6.1,CENTRO TECNICO PEDAGOGICO - CETEPE
2021,MG,3122306,31033383,estadual,medio,todos (1-4),95.8,0.949358,null,null,null,null,4.3,EE VICENTE MATEUS
2021,MG,3122306,31223913,municipal,fundamental,finais (6-9),100.0,1.0,null,null,null,null,5.9,EM MARIA FONSECA PECANHA
2021,MG,3122306,31037222,municipal,fundamental,finais (6-9),99.3,0.991931,null,null,null,null,6.0,CENTRO TECNICO PEDAGOGICO - CETEPE
2021,MG,3122306,31223905,municipal,fundamental,finais (6-9),91.7,0.914654,null,null,null,null,6.7,EM SIDNEY JOSE DE OLIVEIRA
2021,MG,3122306,31033294,estadual,medio,todos (1-4),100.0,1.0,null,null,null,null,4.8,EE PATRONATO BOM PASTOR
2021,MG,3122306,31033294,estadual,fundamental,finais (6-9),100.0,1.0,null,null,null,null,5.3,EE PATRONATO BOM PASTOR
2021,MG,3122306,31032999,estadual,fundamental,finais (6-9),98.5,0.985931,null,null,null,null,6.4,EE MARTIN CYPRIEN
2021,MG,3122306,31033103,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.6,EE CEL JOSE MENDES MOURAO
2021,MG,3122306,31033103,estadual,fundamental,finais (6-9),null,null,null,null,null,null,6.0,EE CEL JOSE MENDES MOURAO
2021,MG,3122306,31033171,estadual,medio,todos (1-4),93.5,0.934915,null,null,null,null,5.4,EE ENGENHEIRO PEDRO MAGALHAES
2021,MG,3122306,31037320,municipal,fundamental,iniciais (1-5),100.0,1.0,null,null,null,null,6.0,EM BENJAMIN CONSTANT
2019,MG,3122306,31364592,estadual,fundamental,iniciais (1-5),97.3,0.97510302,287.77,272.48,8.4102192,8.2,8.6,null
2019,MG,3122306,31033286,estadual,fundamental,iniciais (1-5),99.1,0.99128503,287.89,264.2,8.2617731,8.2,7.4,EE PADRE MATIAS LOBATO
2019,MG,3122306,31033405,estadual,fundamental,iniciais (1-5),100.0,1.0,270.67,259.95,7.8558741,7.9,6.7,EE ILIDIO DA COSTA PEREIRA
2019,MG,3122306,31037290,municipal,fundamental,iniciais (1-5),100.0,1.0,263.26,251.69,7.56428,7.6,7.8,EM SAO GERALDO
2019,MG,3122306,31033189,estadual,fundamental,iniciais (1-5),99.6,0.99576801,262.36,251.63,7.546205,7.5,7.2,EE HALIM SOUKI
2019,MG,3122306,31033316,estadual,fundamental,iniciais (1-5),100.0,1.0,256.26,252.83,7.4517932,7.5,7.5,EE SAO FRANCISCO DE ASSIS
2019,MG,3122306,31033375,estadual,fundamental,iniciais (1-5),100.0,1.0,255.33,245.5,7.30059,7.3,6.6,EE MANOEL CORREA FILHO
2019,MG,3122306,31033197,estadual,fundamental,iniciais (1-5),100.0,1.0,252.58,248.89,7.3097358,7.3,6.7,EE HENRIQUE GALVAO
2019,MG,3122306,31033260,estadual,fundamental,iniciais (1-5),100.0,1.0,251.22,247.61,7.2607002,7.3,7.1,EE MONSENHOR DOMINGOS
2019,MG,3122306,31033391,estadual,fundamental,iniciais (1-5),100.0,1.0,253.86,239.83,7.1694369,7.2,6.8,null
2019,MG,3122306,31033227,estadual,fundamental,iniciais (1-5),100.0,1.0,245.77,244.49,7.0995932,7.1,6.9,EE LAURO EPIFANIO
2019,MG,3122306,31033014,estadual,fundamental,iniciais (1-5),100.0,1.0,248.16,235.83,6.9877491,7.0,6.4,null
2019,MG,3122306,31227099,municipal,fundamental,iniciais (1-5),100.0,1.0,241.47,237.85,6.8969951,6.9,7.3,EM ADOLFO MACHADO
2019,MG,3122306,31220051,municipal,fundamental,iniciais (1-5),99.0,0.99279797,242.53,241.5,6.9837699,6.9,7.0,EM PROFESSOR ODILON SANTIAGO
2019,MG,3122306,31033171,estadual,fundamental,iniciais (1-5),100.0,1.0,246.88,232.25,6.8984208,6.9,6.9,EE ENGENHEIRO PEDRO MAGALHAES
2019,MG,3122306,31033006,estadual,fundamental,iniciais (1-5),100.0,1.0,249.72,231.41,6.9373379,6.9,6.6,EE ANTONIO GONCALVES DE MATOS
2019,MG,3122306,31223913,municipal,fundamental,iniciais (1-5),97.6,0.97681701,251.58,234.33,7.025743,6.9,6.8,EM MARIA FONSECA PECANHA
2019,MG,3122306,31268631,federal,medio,todos (1-4),92.1,0.91936201,390.27,356.33,7.5054059,6.9,7.2,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS - CAMPUS DIVINOPOLIS
2019,MG,3122306,31033383,estadual,fundamental,iniciais (1-5),100.0,1.0,232.63,239.44,6.7573838,6.8,6.4,EE VICENTE MATEUS
2019,MG,3122306,31033332,estadual,fundamental,iniciais (1-5),100.0,1.0,241.11,229.41,6.7368522,6.7,6.8,EE SAO FRANCISCO DE PAULA
2019,MG,3122306,31033219,estadual,fundamental,iniciais (1-5),100.0,1.0,243.63,224.94,6.7032981,6.7,7.0,EE JOVELINO RABELO
2019,MG,3122306,31277631,municipal,fundamental,iniciais (1-5),98.8,0.98717397,241.19,230.08,6.7505612,6.7,6.7,EM PROFA VENEZA G OLIVEIRA
2019,MG,3122306,31037222,municipal,fundamental,iniciais (1-5),97.5,0.97611701,239.71,231.3,6.7441258,6.6,5.8,null
2019,MG,3122306,31037401,municipal,fundamental,iniciais (1-5),94.1,0.94568199,248.77,233.28,6.9533992,6.6,6.2,null
2019,MG,3122306,31033235,estadual,fundamental,iniciais (1-5),100.0,1.0,236.22,227.25,6.6038861,6.6,6.5,EE LUIZ DE MELLO VIANNA SOBRINHO
2019,MG,3122306,31320374,municipal,fundamental,iniciais (1-5),99.0,0.984945,247.52,222.53,6.7338991,6.6,6.2,EM PROFA MARIA LOURDES TEIXEIRA
2019,MG,3122306,31322679,municipal,fundamental,iniciais (1-5),95.0,0.95732099,238.35,237.36,6.8283529,6.5,6.5,EM JOSE QUINTINO LOPES
2019,MG,3122306,31212733,municipal,fundamental,iniciais (1-5),100.0,1.0,239.3,220.69,6.5435829,6.5,6.8,EM PE GUARITA
2019,MG,3122306,31223891,municipal,fundamental,iniciais (1-5),95.0,0.95415998,246.14,227.41,6.796299,6.5,6.5,EM JOAO SEVERINO DE AZEVEDO
2019,MG,3122306,31033201,estadual,fundamental,finais (6-9),98.1,0.979137,302.69,292.57,6.587667,6.5,6.2,EE JOAQUIM NABUCO
2019,MG,3122306,31033251,estadual,fundamental,iniciais (1-5),100.0,1.0,229.25,229.53,6.5126982,6.5,6.5,EE MIGUEL COUTO
2019,MG,3122306,31033057,estadual,fundamental,iniciais (1-5),100.0,1.0,235.53,223.97,6.531455,6.5,6.6,EE ROSA VAZ DE ARAUJO
2019,MG,3122306,31033341,estadual,fundamental,iniciais (1-5),100.0,1.0,230.03,224.5,6.4359469,6.4,6.5,EE PROFESSOR CHICO DIAS
2019,MG,3122306,31223930,municipal,fundamental,iniciais (1-5),92.2,0.92498797,241.0,241.21,6.9491172,6.4,6.5,null
2019,MG,3122306,31037541,municipal,fundamental,iniciais (1-5),94.9,0.94921499,252.16,219.13,6.7606392,6.4,6.5,null
2019,MG,3122306,31033197,estadual,fundamental,finais (6-9),96.0,0.96187401,300.61,297.35,6.6329999,6.4,5.8,EE HENRIQUE GALVAO
2019,MG,3122306,31220060,municipal,fundamental,iniciais (1-5),100.0,1.0,233.89,221.21,6.4497929,6.4,6.7,EM DR SEBASTIAO GOMES GUIMARAES
2019,MG,3122306,31277649,municipal,fundamental,iniciais (1-5),97.2,0.96901602,230.19,226.19,6.4697189,6.3,6.9,EM PROFESSOR PAULO FREIRE
2019,MG,3122306,31320391,municipal,fundamental,iniciais (1-5),97.3,0.967691,235.14,221.03,6.4705572,6.3,6.1,EM PROFA EVELINA GRECO SANTOS
2019,MG,3122306,31033286,estadual,fundamental,finais (6-9),91.3,0.91206002,310.79,303.08,6.8981671,6.3,6.6,EE PADRE MATIAS LOBATO
2019,MG,3122306,31033022,estadual,fundamental,iniciais (1-5),100.0,1.0,227.36,214.25,6.1988111,6.2,6.8,EE ANTONIO OLIMPIO DE MORAIS
2019,MG,3122306,31033278,estadual,fundamental,iniciais (1-5),100.0,1.0,223.69,216.08,6.1616731,6.2,5.0,EE NOSSA SENHORA DO SAGRADO CORACAO
2019,MG,3122306,31220051,municipal,fundamental,finais (6-9),98.5,0.98397499,293.38,287.41,6.3464999,6.2,5.7,EM PROFESSOR ODILON SANTIAGO
2019,MG,3122306,31033316,estadual,fundamental,finais (6-9),97.9,0.97934198,290.79,288.52,6.3221669,6.2,6.6,EE SAO FRANCISCO DE ASSIS
2019,MG,3122306,31037320,municipal,fundamental,iniciais (1-5),92.4,0.92178702,236.69,229.69,6.6574011,6.1,5.7,EM BENJAMIN CONSTANT
2019,MG,3122306,31033260,estadual,fundamental,finais (6-9),98.4,0.98298103,288.04,282.89,6.182333,6.1,5.7,EE MONSENHOR DOMINGOS
2019,MG,3122306,31037231,municipal,fundamental,iniciais (1-5),93.6,0.94590098,230.32,218.05,6.3242002,6.0,7.0,EM PROFESSORA HERMINIA CORGOZINHO
2019,MG,3122306,31033006,estadual,fundamental,finais (6-9),98.5,0.98642802,281.02,282.3,6.0556669,6.0,6.2,EE ANTONIO GONCALVES DE MATOS
2019,MG,3122306,31037397,municipal,fundamental,iniciais (1-5),94.2,0.94400799,225.58,222.61,6.3166599,6.0,6.2,EM DONA MARIA ROSA
2019,MG,3122306,31223921,municipal,fundamental,iniciais (1-5),93.5,0.94543201,231.75,212.8,6.2558541,5.9,6.9,null
2019,MG,3122306,31033171,estadual,fundamental,finais (6-9),98.2,0.98114598,281.88,280.26,6.0358329,5.9,5.1,EE ENGENHEIRO PEDRO MAGALHAES
2019,MG,3122306,31033405,estadual,fundamental,finais (6-9),95.4,0.94571,291.98,285.45,6.290833,5.9,5.8,EE ILIDIO DA COSTA PEREIRA
2019,MG,3122306,31033375,estadual,fundamental,finais (6-9),96.5,0.960935,285.8,276.1,6.0318332,5.8,5.9,EE MANOEL CORREA FILHO
2019,MG,3122306,31033162,estadual,fundamental,iniciais (1-5),100.0,1.0,212.05,204.53,5.7297182,5.7,6.7,EE DONA DIVA DE OLIVEIRA
2019,MG,3122306,31033421,estadual,fundamental,finais (6-9),98.6,0.98438799,273.1,275.16,5.8045001,5.7,4.9,EE ANTONIO BELARMINO GOMES
2019,MG,3122306,31032999,estadual,fundamental,finais (6-9),95.3,0.94547302,285.07,276.57,6.027667,5.7,6.2,EE MARTIN CYPRIEN
2019,MG,3122306,31033057,estadual,fundamental,finais (6-9),91.1,0.90542799,291.2,281.82,6.217,5.6,5.6,EE ROSA VAZ DE ARAUJO
2019,MG,3122306,31033227,estadual,fundamental,finais (6-9),90.9,0.90503299,284.95,281.36,6.1055002,5.5,5.1,EE LAURO EPIFANIO
2019,MG,3122306,31033405,estadual,medio,todos (1-4),97.4,0.97735202,309.22,309.58,5.6670728,5.5,4.9,EE ILIDIO DA COSTA PEREIRA
2019,MG,3122306,31033201,estadual,medio,todos (1-4),93.6,0.93842798,318.52,313.51,5.8566632,5.5,4.8,EE JOAQUIM NABUCO
2019,MG,3122306,31033341,estadual,fundamental,finais (6-9),99.3,0.99363101,256.04,265.01,5.3509998,5.3,5.5,EE PROFESSOR CHICO DIAS
2019,MG,3122306,31037222,municipal,fundamental,finais (6-9),90.2,0.88448602,278.29,280.01,5.9720001,5.3,5.8,CENTRO TECNICO PEDAGOGICO - CETEPE
2019,MG,3122306,31223913,municipal,fundamental,finais (6-9),96.9,0.95213997,268.07,263.75,5.5304999,5.3,5.7,EM MARIA FONSECA PECANHA
2019,MG,3122306,31033260,estadual,medio,todos (1-4),97.6,0.980627,294.45,303.92,5.3748889,5.3,4.2,EE MONSENHOR DOMINGOS
2019,MG,3122306,31033171,estadual,medio,todos (1-4),93.1,0.94156301,305.95,303.73,5.5335708,5.2,null,EE ENGENHEIRO PEDRO MAGALHAES
2019,MG,3122306,31033219,estadual,fundamental,finais (6-9),92.5,0.89663601,272.07,274.79,5.781333,5.2,6.2,EE JOVELINO RABELO
